team,year,coach,salary,years,total value,current,prev team,side,resigned,season,epa_offense,pass_epa_offense,rush_epa_offense,passing_yards_offense,rushing_yards_offense,first_down_offense,touchdown_offense,sack_offense,punt_attempt_offense,penalty_offense,air_yards_offense,drive_first_downs_offense,drive_inside20_offense,qb_epa_offense,pass_oe_offense,epa_defense,pass_epa_defense,rush_epa_defense,passing_yards_defense,rushing_yards_defense,first_down_defense,touchdown_defense,sack_defense,punt_attempt_defense,penalty_defense,air_yards_defense,drive_first_downs_defense,drive_inside20_defense,qb_epa_defense,pass_oe_defense,points_for,points_against,points_diff,points_diff_comp,points_diff_comp2,prev_epa_offense,prev_pass_epa_offense,prev_rush_epa_offense,prev_passing_yards_offense,prev_rushing_yards_offense,prev_first_down_offense,prev_touchdown_offense,prev_sack_offense,prev_punt_attempt_offense,prev_penalty_offense,prev_air_yards_offense,prev_drive_first_downs_offense,prev_drive_inside20_offense,prev_qb_epa_offense,prev_pass_oe_offense,prev_epa_defense,prev_pass_epa_defense,prev_rush_epa_defense,prev_passing_yards_defense,prev_rushing_yards_defense,prev_first_down_defense,prev_touchdown_defense,prev_sack_defense,prev_punt_attempt_defense,prev_penalty_defense,prev_air_yards_defense,prev_drive_first_downs_defense,prev_drive_inside20_defense,prev_qb_epa_defense,prev_pass_oe_defense,prev_points_for,prev_points_against,prev_points_diff,prev_points_diff_comp,prev_points_diff_comp2,diff_epa_offense,diff_pass_epa_offense,diff_rush_epa_offense,diff_passing_yards_offense,diff_rushing_yards_offense,diff_first_down_offense,diff_touchdown_offense,diff_sack_offense,diff_punt_attempt_offense,diff_penalty_offense,diff_air_yards_offense,diff_drive_first_downs_offense,diff_drive_inside20_offense,diff_qb_epa_offense,diff_pass_oe_offense,diff_epa_defense,diff_pass_epa_defense,diff_rush_epa_defense,diff_passing_yards_defense,diff_rushing_yards_defense,diff_first_down_defense,diff_touchdown_defense,diff_sack_defense,diff_punt_attempt_defense,diff_penalty_defense,diff_air_yards_defense,diff_drive_first_downs_defense,diff_drive_inside20_defense,diff_qb_epa_defense,diff_pass_oe_defense,diff_points_for,diff_points_against,diff_points_diff,diff_points_diff_comp,diff_points_diff_comp2,prev_team_epa_offense,prev_team_pass_epa_offense,prev_team_rush_epa_offense,prev_team_passing_yards_offense,prev_team_rushing_yards_offense,prev_team_first_down_offense,prev_team_touchdown_offense,prev_team_sack_offense,prev_team_punt_attempt_offense,prev_team_penalty_offense,prev_team_air_yards_offense,prev_team_drive_first_downs_offense,prev_team_drive_inside20_offense,prev_team_qb_epa_offense,prev_team_pass_oe_offense,prev_team_epa_defense,prev_team_pass_epa_defense,prev_team_rush_epa_defense,prev_team_passing_yards_defense,prev_team_rushing_yards_defense,prev_team_first_down_defense,prev_team_touchdown_defense,prev_team_sack_defense,prev_team_punt_attempt_defense,prev_team_penalty_defense,prev_team_air_yards_defense,prev_team_drive_first_downs_defense,prev_team_drive_inside20_defense,prev_team_qb_epa_defense,prev_team_pass_oe_defense,prev_team_points_for,prev_team_points_against,prev_team_points_diff,prev_team_points_diff_comp,prev_team_points_diff_comp2
TB,2021,Bruce Arians,8.0,3.0,24.0,False,TB,off,False,2021.0,109.18138,155.58852,8.900227,5383.0,1672.0,402.0,63.0,23.0,62.0,82.0,5894.0,4187.0,720.0,117.35385,8.482911,-78.92711,-31.703547,-37.50929,4347.0,1573.0,342.0,39.0,47.0,70.0,93.0,4650.0,4154.0,717.0,-59.314373,7.7216325,511.0,353.0,158.0,2.3247692577033208,-2.3247692577033208,123.2773,183.90532,-13.958709,5157.0,1661.0,385.0,64.0,25.0,58.0,93.0,6101.0,3744.0,625.0,135.03386,6.5645223,-51.847233,33.57239,-72.00661,4617.0,1375.0,340.0,43.0,50.0,71.0,90.0,4769.0,3968.0,646.0,-37.52627,5.509833,523.0,378.0,145.0,2.083094209956239,-2.083094209956239,-14.095917,-28.316803,22.858936,226.0,11.0,17.0,-1.0,-2.0,4.0,-11.0,-207.0,443.0,95.0,-17.680008,1.9183888,-27.079876,-65.27594,34.49732,-270.0,198.0,2.0,-4.0,-3.0,-1.0,3.0,-119.0,186.0,71.0,-21.788101,2.2117996,-12.0,-25.0,13.0,0.2416750477470817,-0.2416750477470817,123.2773,183.90532,-13.958709,5157.0,1661.0,385.0,64.0,25.0,58.0,93.0,6101.0,3744.0,625.0,135.03386,6.5645223,-51.847233,33.57239,-72.00661,4617.0,1375.0,340.0,43.0,50.0,71.0,90.0,4769.0,3968.0,646.0,-37.52627,5.509833,523.0,378.0,145.0,2.083094209956239,-2.083094209956239
ARI,2022,Kliff Kingsbury,7.5,5.0,37.5,False,ARI,off,False,2022.0,-133.25948,-63.047913,-31.232975,3966.0,1873.0,326.0,34.0,46.0,68.0,111.0,4604.0,3847.0,542.0,-125.38894,-1.2347614,-2.074956,37.6428,-23.83623,4181.0,2016.0,360.0,55.0,36.0,71.0,100.0,3416.0,4256.0,767.0,10.444541,1.9518294,340.0,449.0,-109.0,-2.271265031915719,2.271265031915719,41.38028,104.77784,-16.724361,4619.0,2076.0,366.0,52.0,39.0,52.0,105.0,4425.0,4173.0,727.0,45.836555,0.6250085,-68.11648,-10.638023,-53.3434,3872.0,1949.0,329.0,42.0,41.0,58.0,108.0,4029.0,3918.0,588.0,-58.129223,-2.8529172,449.0,366.0,83.0,1.255293051088739,-1.255293051088739,-174.63976,-167.82574,-14.508614,-653.0,-203.0,-40.0,-18.0,7.0,16.0,6.0,179.0,-326.0,-185.0,-171.2255,-1.8597698,66.04152,48.280823,29.50717,309.0,67.0,31.0,13.0,-5.0,13.0,-8.0,-613.0,338.0,179.0,68.57376,4.8047466,-109.0,83.0,-192.0,-3.526558083004458,3.526558083004458,41.38028,104.77784,-16.724361,4619.0,2076.0,366.0,52.0,39.0,52.0,105.0,4425.0,4173.0,727.0,45.836555,0.6250085,-68.11648,-10.638023,-53.3434,3872.0,1949.0,329.0,42.0,41.0,58.0,108.0,4029.0,3918.0,588.0,-58.129223,-2.8529172,449.0,366.0,83.0,1.255293051088739,-1.255293051088739
BAL,2022,John Harbaugh,12.0,3.0,36.0,True,BAL,def,NA,2022.0,15.185039,-11.056448,17.363163,3202.0,2720.0,336.0,35.0,38.0,57.0,78.0,4014.0,3636.0,597.0,30.838083,-4.3457923,-40.77065,38.24112,-41.05879,4252.0,1566.0,321.0,31.0,48.0,68.0,83.0,4155.0,3876.0,694.0,-22.185883,-1.0105578,350.0,315.0,35.0,0.9208082187510684,-0.9208082187510684,7.9233584,29.179922,-21.363346,4267.0,2479.0,391.0,43.0,57.0,71.0,96.0,5232.0,4205.0,643.0,15.072393,-1.2160846,21.720514,125.27127,-44.45386,4986.0,1436.0,340.0,46.0,34.0,83.0,104.0,5099.0,3817.0,606.0,21.720514,4.126685,387.0,392.0,-5.0,-0.07440338664081049,0.07440338664081049,7.26168,-40.23637,38.72651,-1065.0,241.0,-55.0,-8.0,-19.0,-14.0,-18.0,-1218.0,-569.0,-46.0,15.76569,-3.1297078,-62.491165,-87.03015,3.395073,-734.0,130.0,-19.0,-15.0,14.0,-15.0,-21.0,-944.0,59.0,88.0,-43.906395,-5.137243,-37.0,-77.0,40.0,0.9952116053918789,-0.9952116053918789,7.9233584,29.179922,-21.363346,4267.0,2479.0,391.0,43.0,57.0,71.0,96.0,5232.0,4205.0,643.0,15.072393,-1.2160846,21.720514,125.27127,-44.45386,4986.0,1436.0,340.0,46.0,34.0,83.0,104.0,5099.0,3817.0,606.0,21.720514,4.126685,387.0,392.0,-5.0,-0.07440338664081049,0.07440338664081049
CHI,2022,Matt Eberflus,4.5,5.0,22.5,False,IND,def,False,2022.0,-57.096725,-39.744736,-2.1184168,2598.0,3014.0,276.0,40.0,58.0,67.0,84.0,3426.0,2861.0,487.0,-40.574654,-13.559118,98.96568,122.3343,11.256998,3840.0,2674.0,359.0,54.0,20.0,51.0,80.0,3736.0,3977.0,681.0,109.52772,-5.712899,326.0,463.0,-137.0,-2.8161491064141955,2.8161491064141955,-119.05832,-50.86243,-43.3075,3635.0,2015.0,329.0,33.0,58.0,62.0,99.0,4495.0,3696.0,545.0,-119.05832,-1.5858035,-6.0637546,42.875843,-10.698787,3623.0,2127.0,315.0,47.0,49.0,63.0,100.0,3805.0,3500.0,573.0,0.043325424,-4.222549,311.0,407.0,-96.0,-1.3666486952394936,1.3666486952394936,61.961594,11.117695,41.189083,-1037.0,999.0,-53.0,7.0,0.0,5.0,-15.0,-1069.0,-835.0,-58.0,78.483665,-11.973314,105.029434,79.45845,21.955784,217.0,547.0,44.0,7.0,-29.0,-12.0,-20.0,-69.0,477.0,108.0,109.48439,-1.4903502,15.0,56.0,-41.0,-1.4495004111747019,1.4495004111747019,54.415085,34.565723,29.861732,3588.0,2540.0,351.0,50.0,32.0,59.0,100.0,4000.0,3703.0,675.0,60.418022,-3.639699,-43.4078,45.625576,-42.848698,4203.0,1854.0,331.0,45.0,33.0,62.0,84.0,4543.0,3857.0,626.0,-27.371151,-1.1068299,451.0,365.0,86.0,1.301415023411466,-1.301415023411466
CIN,2022,Zac Taylor,4.5,5.0,22.5,True,CIN,off,NA,2022.0,55.325264,111.62306,-23.73674,4520.0,1528.0,353.0,51.0,44.0,59.0,94.0,4173.0,3929.0,652.0,62.20357,8.489493,-60.73493,-15.69774,-29.424582,3828.0,1706.0,293.0,31.0,30.0,63.0,87.0,4851.0,3426.0,610.0,-45.96902,-4.1351113,418.0,322.0,96.0,1.8721035291455852,-1.8721035291455852,38.21115,106.25929,-40.994877,4806.0,1742.0,335.0,55.0,55.0,66.0,91.0,4397.0,3499.0,547.0,49.362164,0.30109712,-50.735893,17.418125,-30.563324,4498.0,1742.0,337.0,43.0,42.0,74.0,97.0,4886.0,3872.0,604.0,-35.80613,1.499699,460.0,376.0,84.0,1.198701315611276,-1.198701315611276,17.114113,5.3637695,17.258137,-286.0,-214.0,18.0,-4.0,-11.0,-7.0,3.0,-224.0,430.0,105.0,12.841408,8.188396,-9.999035,-33.115864,1.1387424,-670.0,-36.0,-44.0,-12.0,-12.0,-11.0,-10.0,-35.0,-446.0,6.0,-10.162891,-5.6348104,-42.0,-54.0,12.0,0.6734022135343092,-0.6734022135343092,38.21115,106.25929,-40.994877,4806.0,1742.0,335.0,55.0,55.0,66.0,91.0,4397.0,3499.0,547.0,49.362164,0.30109712,-50.735893,17.418125,-30.563324,4498.0,1742.0,337.0,43.0,42.0,74.0,97.0,4886.0,3872.0,604.0,-35.80613,1.499699,460.0,376.0,84.0,1.198701315611276,-1.198701315611276
DEN,2022,Nathaniel Hackett,4.5,4.0,18.0,False,GB,off,False,2022.0,-115.805176,-36.10149,-50.758976,4007.0,1935.0,300.0,32.0,63.0,96.0,104.0,4998.0,3109.0,379.0,-115.805176,-1.6382664,-25.499598,-22.650736,-25.730928,3819.0,1866.0,321.0,32.0,36.0,85.0,115.0,4122.0,3783.0,538.0,-10.792034,0.9150811,287.0,359.0,-72.0,-1.1016980482186556,1.1016980482186556,14.03892,62.186848,-40.66422,3856.0,2025.0,325.0,39.0,40.0,67.0,100.0,4552.0,3633.0,602.0,19.128222,-4.548861,1.525866,29.356373,-23.795246,3901.0,1892.0,309.0,34.0,36.0,60.0,87.0,4617.0,3744.0,530.0,1.525866,0.4157429,335.0,322.0,13.0,0.6480516550480501,-0.6480516550480501,-129.8441,-98.28834,-10.094757,151.0,-90.0,-25.0,-7.0,23.0,29.0,4.0,446.0,-524.0,-223.0,-134.9334,2.9105945,-27.025463,-52.00711,-1.9356823,-82.0,-26.0,12.0,-2.0,0.0,25.0,28.0,-495.0,39.0,8.0,-12.3179,0.49933818,-48.0,37.0,-85.0,-1.7497497032667058,1.7497497032667058,122.206764,148.1422,-0.24138784,4526.0,1900.0,373.0,53.0,33.0,53.0,80.0,4578.0,4206.0,757.0,124.97886,4.179609,18.834047,23.23712,-0.21962096,4021.0,1851.0,336.0,46.0,39.0,57.0,77.0,5086.0,4058.0,608.0,18.834047,1.4241655,450.0,371.0,79.0,1.1682608625476163,-1.1682608625476163
JAX,2022,Doug Pederson,7.5,5.0,37.5,False,PHI,off,False,2022.0,40.27223,92.76844,-41.728455,4148.0,2116.0,348.0,41.0,28.0,58.0,89.0,4352.0,3915.0,627.0,40.56966,0.49244007,-30.18161,28.927982,-49.915737,4258.0,1949.0,348.0,43.0,35.0,60.0,91.0,4721.0,4181.0,605.0,-19.818447,-0.8982062,404.0,350.0,54.0,1.0107663517088006,-1.0107663517088006,-125.89847,-43.51773,-42.242023,3674.0,1755.0,301.0,30.0,32.0,72.0,111.0,4765.0,3354.0,441.0,-114.77092,-1.7917334,118.7175,143.88449,-23.07324,4111.0,2127.0,345.0,50.0,32.0,64.0,97.0,4041.0,4037.0,693.0,118.7175,0.4092897,253.0,457.0,-204.0,-3.124541650553525,3.124541650553525,166.1707,136.28616,0.5135689,474.0,361.0,47.0,11.0,-4.0,-14.0,-22.0,-413.0,561.0,186.0,155.34058,2.2841735,-148.89911,-114.95651,-26.842497,147.0,-178.0,3.0,-7.0,3.0,-4.0,-6.0,680.0,144.0,-88.0,-138.53595,-1.3074958,151.0,-107.0,258.0,4.135308002262326,-4.135308002262326,54.7757,57.361618,14.457814,3585.0,2715.0,349.0,46.0,31.0,55.0,90.0,4230.0,3820.0,660.0,61.440544,-5.6432667,-15.116908,40.725224,-32.962482,3976.0,1834.0,352.0,51.0,29.0,63.0,109.0,3738.0,4478.0,730.0,-5.9818897,-0.77124107,444.0,385.0,59.0,0.8097085961744623,-0.8097085961744623
LA,2022,Sean McVay,14.0,5.0,70.0,True,LA,off,NA,2022.0,-99.37011,-59.033134,-24.80209,3506.0,1661.0,290.0,35.0,59.0,73.0,79.0,3712.0,3285.0,516.0,-94.25912,-2.9746766,-3.4384181,60.337227,-43.376583,4092.0,1956.0,330.0,36.0,38.0,59.0,79.0,3673.0,4006.0,674.0,-3.4384181,-1.7043715,307.0,384.0,-77.0,-1.3404629155225387,1.3404629155225387,69.32155,124.52503,-35.39418,4893.0,1683.0,353.0,56.0,31.0,51.0,72.0,5134.0,3821.0,740.0,69.32155,3.155433,-41.403202,21.831009,-47.858788,4476.0,1754.0,346.0,36.0,50.0,62.0,91.0,4788.0,4279.0,686.0,-41.429684,-1.3657737,460.0,372.0,88.0,1.278769079031266,-1.278769079031266,-168.69165,-183.55817,10.592091,-1387.0,-22.0,-63.0,-21.0,28.0,22.0,7.0,-1422.0,-536.0,-224.0,-163.58066,-6.13011,37.964783,38.506218,4.4822044,-384.0,202.0,-16.0,0.0,-12.0,-3.0,-12.0,-1115.0,-273.0,-12.0,37.991264,-0.33859777,-153.0,12.0,-165.0,-2.6192319945538047,2.6192319945538047,69.32155,124.52503,-35.39418,4893.0,1683.0,353.0,56.0,31.0,51.0,72.0,5134.0,3821.0,740.0,69.32155,3.155433,-41.403202,21.831009,-47.858788,4476.0,1754.0,346.0,36.0,50.0,62.0,91.0,4788.0,4279.0,686.0,-41.429684,-1.3657737,460.0,372.0,88.0,1.278769079031266,-1.278769079031266
LV,2022,Josh McDaniels,10.0,4.0,40.0,False,NE,off,False,2022.0,-1.5431898,36.122475,-30.272902,4182.0,2057.0,340.0,43.0,35.0,59.0,115.0,5359.0,3773.0,564.0,12.133714,-3.3318088,21.91514,100.46189,-25.274807,4321.0,2107.0,358.0,48.0,27.0,56.0,91.0,4135.0,4336.0,615.0,33.281803,-0.56456727,395.0,418.0,-23.0,-0.6731400585659487,0.6731400585659487,-17.317776,61.175697,-65.09823,4808.0,1617.0,343.0,40.0,40.0,64.0,118.0,5115.0,3683.0,656.0,-2.6600537,1.9224373,58.409702,123.3916,-50.062466,3996.0,1943.0,347.0,48.0,35.0,68.0,105.0,5111.0,4300.0,571.0,58.409702,-3.036697,374.0,439.0,-65.0,-1.184882311365936,1.184882311365936,15.774586,-25.053223,34.825325,-626.0,440.0,-3.0,3.0,-5.0,-5.0,-3.0,244.0,90.0,-92.0,14.793768,-5.254246,-36.49456,-22.92971,24.787659,325.0,164.0,11.0,0.0,-8.0,-12.0,-14.0,-976.0,36.0,44.0,-25.1279,2.4721296,21.0,-21.0,42.0,0.5117422527999872,-0.5117422527999872,59.890915,83.31968,-5.3769445,4098.0,2151.0,357.0,53.0,28.0,52.0,99.0,4288.0,3823.0,660.0,81.04741,-4.8638873,-121.03913,-34.087955,-35.634937,3437.0,2103.0,307.0,33.0,36.0,55.0,96.0,4308.0,3781.0,624.0,-118.36774,-2.3396504,462.0,303.0,159.0,2.686043029493825,-2.686043029493825
MIA,2022,Mike McDaniel,3.5,4.0,14.0,True,SF,off,NA,2022.0,25.525255,72.3258,-18.29794,4765.0,1686.0,337.0,45.0,35.0,61.0,95.0,5320.0,3341.0,511.0,36.809296,2.440609,16.441647,66.62332,-41.382877,4282.0,1751.0,332.0,46.0,40.0,67.0,100.0,4830.0,4234.0,738.0,25.703478,3.4542742,397.0,399.0,-2.0,-0.21103499435536327,0.21103499435536327,-85.18418,21.708979,-73.01695,3936.0,1568.0,323.0,34.0,40.0,78.0,108.0,4471.0,3696.0,563.0,-82.06321,2.7582018,-47.283745,-10.908869,-19.30622,4251.0,1867.0,332.0,45.0,48.0,75.0,106.0,4826.0,3803.0,652.0,-19.907743,0.8922489,341.0,373.0,-32.0,-0.29449723415363555,0.29449723415363555,110.709435,50.61682,54.719013,829.0,118.0,14.0,11.0,-5.0,-17.0,-13.0,849.0,-355.0,-52.0,118.872505,-0.31759286,63.72539,77.53219,-22.076658,31.0,-116.0,0.0,1.0,-8.0,-8.0,-6.0,4.0,431.0,86.0,45.61122,2.5620253,56.0,26.0,30.0,0.08346223979827228,-0.08346223979827228,63.209244,103.372,-10.655841,4437.0,2162.0,354.0,48.0,33.0,59.0,95.0,4003.0,3778.0,549.0,78.42163,-6.639132,-10.6383095,65.47114,-59.928947,3874.0,1760.0,316.0,45.0,48.0,70.0,100.0,4267.0,3696.0,678.0,5.083162,-0.69896066,427.0,365.0,62.0,0.9881546457987123,-0.9881546457987123
MIN,2022,Kevin O'Connell,5.0,4.0,20.0,False,LA,off,True,2022.0,-22.91513,56.31067,-49.763905,4818.0,1661.0,376.0,52.0,47.0,74.0,112.0,5015.0,4101.0,690.0,-22.686554,3.0016656,2.7800188,37.25085,-32.78882,4756.0,2093.0,358.0,43.0,38.0,60.0,87.0,4877.0,3811.0,541.0,20.11762,0.8929419,424.0,427.0,-3.0,-0.4033957550802286,0.4033957550802286,-7.31723,66.53017,-50.683933,4450.0,1930.0,331.0,48.0,30.0,79.0,101.0,4842.0,3434.0,548.0,-1.6304836,-2.1587284,-17.897692,3.1423593,-3.3760638,4678.0,2222.0,386.0,46.0,51.0,64.0,103.0,5033.0,4494.0,710.0,-12.303813,-1.4267192,425.0,426.0,-1.0,-0.25898377782386633,0.25898377782386633,-15.5979,-10.219498,0.9200287,368.0,-269.0,45.0,4.0,17.0,-5.0,11.0,173.0,667.0,142.0,-21.05607,5.1603937,20.677711,34.10849,-29.412754,78.0,-129.0,-28.0,-3.0,-13.0,-4.0,-16.0,-156.0,-683.0,-169.0,32.421432,2.3196611,-1.0,1.0,-2.0,-0.1444119772563623,0.1444119772563623,69.32155,124.52503,-35.39418,4893.0,1683.0,353.0,56.0,31.0,51.0,72.0,5134.0,3821.0,740.0,69.32155,3.155433,-41.403202,21.831009,-47.858788,4476.0,1754.0,346.0,36.0,50.0,62.0,91.0,4788.0,4279.0,686.0,-41.429684,-1.3657737,460.0,372.0,88.0,1.278769079031266,-1.278769079031266
NYG,2022,Brian Daboll,5.0,5.0,20.0,True,BUF,off,NA,2022.0,33.833344,39.94269,-2.6640959,3431.0,2519.0,348.0,38.0,49.0,75.0,110.0,3334.0,3797.0,519.0,50.329487,-4.8239822,53.110714,32.27193,20.366903,3909.0,2451.0,363.0,39.0,41.0,67.0,107.0,4788.0,4237.0,684.0,61.27342,-2.1101806,365.0,371.0,-6.0,-0.1002567234734149,0.1002567234734149,-171.39307,-102.49621,-47.32616,3463.0,1688.0,296.0,26.0,38.0,74.0,106.0,4363.0,3192.0,442.0,-168.35101,-0.7668431,3.0329227,31.939116,-0.355026,4044.0,2193.0,362.0,43.0,34.0,67.0,89.0,4464.0,4376.0,795.0,12.534721,0.3762312,258.0,416.0,-158.0,-2.2385844968293025,2.2385844968293025,205.22641,142.4389,44.662064,-32.0,831.0,52.0,12.0,11.0,1.0,4.0,-1029.0,605.0,77.0,218.6805,-4.0571394,50.07779,0.33281517,20.72193,-135.0,258.0,1.0,-4.0,7.0,0.0,18.0,324.0,-139.0,-111.0,48.738697,-2.4864118,107.0,-45.0,152.0,2.1383277733558876,-2.1383277733558876,75.89694,126.14847,-18.908451,4450.0,2205.0,394.0,57.0,27.0,53.0,97.0,5355.0,4275.0,784.0,80.47763,4.9672008,-151.9303,-73.728905,-43.258743,3047.0,1866.0,281.0,32.0,42.0,75.0,118.0,3775.0,3452.0,574.0,-135.64313,-3.4847407,483.0,289.0,194.0,3.2403830318749502,-3.2403830318749502
TB,2022,Todd Bowels,3.0,5.0,15.0,True,TB,def,NA,2022.0,-83.1218,41.007595,-79.3333,4746.0,1308.0,346.0,31.0,22.0,79.0,101.0,5162.0,3908.0,604.0,-64.21174,4.2435036,-26.043526,8.91428,-37.201767,3792.0,2052.0,312.0,42.0,45.0,88.0,95.0,4628.0,3428.0,507.0,-17.491623,-1.0102122,313.0,358.0,-45.0,-0.6548653079684652,0.6548653079684652,109.18138,155.58852,8.900227,5383.0,1672.0,402.0,63.0,23.0,62.0,82.0,5894.0,4187.0,720.0,117.35385,8.482911,-78.92711,-31.703547,-37.50929,4347.0,1573.0,342.0,39.0,47.0,70.0,93.0,4650.0,4154.0,717.0,-59.314373,7.7216325,511.0,353.0,158.0,2.3247692577033208,-2.3247692577033208,-192.30319,-114.58092,-88.23352,-637.0,-364.0,-56.0,-32.0,-1.0,17.0,19.0,-732.0,-279.0,-116.0,-181.56558,-4.2394075,52.883583,40.61783,0.30752182,-555.0,479.0,-30.0,3.0,-2.0,18.0,2.0,-22.0,-726.0,-210.0,41.82275,-8.731845,-198.0,5.0,-203.0,-2.9796345656717858,2.9796345656717858,109.18138,155.58852,8.900227,5383.0,1672.0,402.0,63.0,23.0,62.0,82.0,5894.0,4187.0,720.0,117.35385,8.482911,-78.92711,-31.703547,-37.50929,4347.0,1573.0,342.0,39.0,47.0,70.0,93.0,4650.0,4154.0,717.0,-59.314373,7.7216325,511.0,353.0,158.0,2.3247692577033208,-2.3247692577033208
TEN,2022,Mike Vrabel,9.5,5.0,47.5,False,TEN,def,False,2022.0,-86.99861,-18.033485,-47.958866,3227.0,2131.0,273.0,35.0,49.0,90.0,111.0,3567.0,2784.0,424.0,-82.3204,-10.152675,-13.208636,88.33959,-72.3912,4935.0,1307.0,337.0,40.0,39.0,84.0,115.0,5194.0,4065.0,609.0,-9.498495,4.0833955,298.0,359.0,-61.0,-0.9222165705642382,0.9222165705642382,2.4241865,59.297253,-27.989288,3745.0,2404.0,359.0,46.0,47.0,58.0,105.0,4005.0,4024.0,651.0,15.94758,-7.7144938,-62.35033,8.588079,-28.034588,4485.0,1438.0,327.0,41.0,43.0,67.0,116.0,4944.0,3847.0,639.0,-52.381645,2.909541,419.0,354.0,65.0,1.1039208693327671,-1.1039208693327671,-89.4228,-77.330734,-19.969578,-518.0,-273.0,-86.0,-11.0,2.0,32.0,6.0,-438.0,-1240.0,-227.0,-98.267975,-2.438181,49.141693,79.75151,-44.35661,450.0,-131.0,10.0,-1.0,-4.0,17.0,-1.0,250.0,218.0,-30.0,42.88315,1.1738546,-121.0,5.0,-126.0,-2.0261374398970053,2.0261374398970053,2.4241865,59.297253,-27.989288,3745.0,2404.0,359.0,46.0,47.0,58.0,105.0,4005.0,4024.0,651.0,15.94758,-7.7144938,-62.35033,8.588079,-28.034588,4485.0,1438.0,327.0,41.0,43.0,67.0,116.0,4944.0,3847.0,639.0,-52.381645,2.909541,419.0,354.0,65.0,1.1039208693327671,-1.1039208693327671
ARI,2023,Jonathan Gannon,2.5,4.0,9.0,True,PHI,def,NA,2023.0,-60.339794,-59.39656,-5.8184958,3430.0,2365.0,328.0,38.0,42.0,64.0,112.0,4186.0,3606.0,485.0,-60.339794,-5.749181,84.88932,116.4832,-17.157951,3846.0,2434.0,365.0,52.0,33.0,60.0,80.0,4101.0,4348.0,784.0,84.88932,-4.1122775,330.0,455.0,-125.0,-2.259430781185497,2.259430781185497,-133.25948,-63.047913,-31.232975,3966.0,1873.0,326.0,34.0,46.0,68.0,111.0,4604.0,3847.0,542.0,-125.38894,-1.2347614,-2.074956,37.6428,-23.83623,4181.0,2016.0,360.0,55.0,36.0,71.0,100.0,3416.0,4256.0,767.0,10.444541,1.9518294,340.0,449.0,-109.0,-2.271265031915719,2.271265031915719,72.91968,3.651352,25.414478,-536.0,492.0,2.0,4.0,-4.0,-4.0,1.0,-418.0,-241.0,-57.0,65.04915,-4.5144196,86.96428,78.8404,6.678278,-335.0,418.0,5.0,-3.0,-3.0,-11.0,-20.0,685.0,92.0,17.0,74.44478,-6.064107,-10.0,6.0,-16.0,0.011834250730222262,-0.011834250730222262,81.39127,78.45314,36.614162,4364.0,2509.0,380.0,60.0,44.0,56.0,97.0,4442.0,4358.0,665.0,116.06082,-0.6121818,-71.20538,-60.588547,-9.362383,3548.0,2068.0,323.0,39.0,70.0,73.0,88.0,3894.0,4027.0,684.0,-71.20538,-3.7015388,477.0,344.0,133.0,2.337493461817521,-2.337493461817521
BUF,2023,Sean McDermott,10.0,5.0,50.0,True,BUF,def,NA,2023.0,87.38964,107.117805,4.6679287,4306.0,2212.0,379.0,52.0,24.0,51.0,89.0,5022.0,4144.0,690.0,105.60131,1.1976084,-70.144424,-28.889088,-24.933668,3676.0,1880.0,309.0,36.0,54.0,71.0,116.0,3743.0,3635.0,553.0,-45.4728,0.42247206,451.0,311.0,140.0,2.309699539741251,-2.309699539741251,118.45076,141.3848,-23.193167,4291.0,2232.0,364.0,53.0,33.0,46.0,80.0,5286.0,3958.0,630.0,130.96141,6.4786463,-76.51417,-6.0617924,-42.25554,3721.0,1673.0,310.0,32.0,40.0,63.0,101.0,4095.0,3806.0,596.0,-76.51417,0.7923011,455.0,286.0,169.0,3.2895505043959643,-3.2895505043959643,-31.06112,-34.26699,27.861095,15.0,-20.0,15.0,-1.0,-9.0,5.0,9.0,-264.0,186.0,60.0,-25.3601,-5.281038,6.3697433,-22.827295,17.32187,-45.0,207.0,-1.0,4.0,14.0,8.0,15.0,-352.0,-171.0,-43.0,31.041367,-0.36982906,-4.0,25.0,-29.0,-0.9798509646547133,0.9798509646547133,118.45076,141.3848,-23.193167,4291.0,2232.0,364.0,53.0,33.0,46.0,80.0,5286.0,3958.0,630.0,130.96141,6.4786463,-76.51417,-6.0617924,-42.25554,3721.0,1673.0,310.0,32.0,40.0,63.0,101.0,4095.0,3806.0,596.0,-76.51417,0.7923011,455.0,286.0,169.0,3.2895505043959643,-3.2895505043959643
